dataset,ensemble,type,subset,subset_indices,F1
O6 + N10,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2105
O6 + N10,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1920
O6 + N10,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2140
O6 + N10,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2199
O6 + N10,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1981
O6 + N10,3models,k_subsets_mean,,,0.1794
O6 + N10,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1339
O6 + N10,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1233
O6 + N10,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1383
O6 + N10,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2090
O6 + N10,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2198
O6 + N10,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2078
O6 + N10,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2022
O6 + N10,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2158
O6 + N10,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1824
O6 + N10,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2393
O6 + N10,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1642
O6 + N10,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1833
O6 + N10,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1706
O6 + N10,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2314
O6 + N10,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.2016
O6 + N10,4models,k_subsets_mean,,,0.1882
O6 + N10,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1692
O6 + N10,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1851
O6 + N10,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1556
O6 + N10,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2250
O6 + N10,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2094
O6 + N10,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1809
O6 + N10,5models,k_subsets_mean,,,0.1875
O6 + N10,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.1947
O6 + N10,6models,k_subsets_mean,,,0.1947
O6 + N10,New,under,,,0.2502
O6 + N10,New,over,,,0.1926
O6 + N10,New,hybrid,,,0.2140
O6 + N10,Old,under,,,0.0863
O6 + N10,Old,over,,,0.0708
O6 + N10,Old,hybrid,,,0.0729
O6 + N10,OldNew,under,,,0.2354
O6 + N10,OldNew,over,,,0.1584
O6 + N10,OldNew,hybrid,,,0.1581
O7 + N9,2models,k_subset,Old_under+New_under,"0,3",0.2032
O7 + N9,2models,k_subset,Old_under+New_over,"0,4",0.1715
O7 + N9,2models,k_subset,Old_under+New_hybrid,"0,5",0.1841
O7 + N9,2models,k_subset,Old_over+New_under,"1,3",0.1899
O7 + N9,2models,k_subset,Old_over+New_over,"1,4",0.1651
O7 + N9,2models,k_subset,Old_over+New_hybrid,"1,5",0.1951
O7 + N9,2models,k_subset,Old_hybrid+New_under,"2,3",0.1801
O7 + N9,2models,k_subset,Old_hybrid+New_over,"2,4",0.1393
O7 + N9,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1789
O7 + N9,2models,k_subsets_mean,,,0.1786
O7 + N9,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.1812
O7 + N9,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1679
O7 + N9,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.1936
O7 + N9,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.1735
O7 + N9,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1524
O7 + N9,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1575
O7 + N9,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2317
O7 + N9,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2095
O7 + N9,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1939
O7 + N9,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1440
O7 + N9,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1310
O7 + N9,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1512
O7 + N9,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2008
O7 + N9,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2004
O7 + N9,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1999
O7 + N9,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1850
O7 + N9,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2079
O7 + N9,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1900
O7 + N9,3models,k_subsets_mean,,,0.1818
O7 + N9,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1339
O7 + N9,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1262
O7 + N9,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1322
O7 + N9,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.1916
O7 + N9,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2412
O7 + N9,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1831
O7 + N9,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2314
O7 + N9,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2274
O7 + N9,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1984
O7 + N9,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1936
O7 + N9,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1774
O7 + N9,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.2128
O7 + N9,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1888
O7 + N9,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2011
O7 + N9,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.2028
O7 + N9,4models,k_subsets_mean,,,0.1895
O7 + N9,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1746
O7 + N9,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1909
O7 + N9,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1779
O7 + N9,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.1820
O7 + N9,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2268
O7 + N9,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.2094
O7 + N9,5models,k_subsets_mean,,,0.1936
O7 + N9,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2037
O7 + N9,6models,k_subsets_mean,,,0.2037
O7 + N9,New,under,,,0.2506
O7 + N9,New,over,,,0.1888
O7 + N9,New,hybrid,,,0.2116
O7 + N9,Old,under,,,0.0981
O7 + N9,Old,over,,,0.0897
O7 + N9,Old,hybrid,,,0.0946
O7 + N9,OldNew,under,,,0.2032
O7 + N9,OldNew,over,,,0.1651
O7 + N9,OldNew,hybrid,,,0.1789
O8 + N8,2models,k_subset,Old_under+New_under,"0,3",0.2159
O8 + N8,2models,k_subset,Old_under+New_over,"0,4",0.1995
O8 + N8,2models,k_subset,Old_under+New_hybrid,"0,5",0.1879
O8 + N8,2models,k_subset,Old_over+New_under,"1,3",0.1770
O8 + N8,2models,k_subset,Old_over+New_over,"1,4",0.1629
O8 + N8,2models,k_subset,Old_over+New_hybrid,"1,5",0.1846
O8 + N8,2models,k_subset,Old_hybrid+New_under,"2,3",0.1544
O8 + N8,2models,k_subset,Old_hybrid+New_over,"2,4",0.1706
O8 + N8,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1853
O8 + N8,2models,k_subsets_mean,,,0.1820
O8 + N8,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.1771
O8 + N8,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1629
O8 + N8,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.1692
O8 + N8,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.1823
O8 + N8,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1650
O8 + N8,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1667
O8 + N8,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2013
O8 + N8,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.1839
O8 + N8,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.2045
O8 + N8,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1575
O8 + N8,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1411
O8 + N8,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1561
O8 + N8,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1874
O8 + N8,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.1915
O8 + N8,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1735
O8 + N8,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1911
O8 + N8,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1886
O8 + N8,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1766
O8 + N8,3models,k_subsets_mean,,,0.1765
O8 + N8,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1504
O8 + N8,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1397
O8 + N8,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1443
O8 + N8,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.1856
O8 + N8,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2139
O8 + N8,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1745
O8 + N8,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2113
O8 + N8,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2022
O8 + N8,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1841
O8 + N8,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1886
O8 + N8,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1772
O8 + N8,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1846
O8 + N8,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1880
O8 + N8,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1795
O8 + N8,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1805
O8 + N8,4models,k_subsets_mean,,,0.1803
O8 + N8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1824
O8 + N8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1828
O8 + N8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1770
O8 + N8,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.1827
O8 + N8,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.1898
O8 + N8,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1828
O8 + N8,5models,k_subsets_mean,,,0.1829
O8 + N8,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.1919
O8 + N8,6models,k_subsets_mean,,,0.1919
O8 + N8,New,under,,,0.2587
O8 + N8,New,over,,,0.1991
O8 + N8,New,hybrid,,,0.1966
O8 + N8,Old,under,,,0.1046
O8 + N8,Old,over,,,0.0863
O8 + N8,Old,hybrid,,,0.1075
O8 + N8,OldNew,under,,,0.2159
O8 + N8,OldNew,over,,,0.1629
O8 + N8,OldNew,hybrid,,,0.1853
O9 + N7,2models,k_subset,Old_under+New_under,"0,3",0.2400
O9 + N7,2models,k_subset,Old_under+New_over,"0,4",0.2006
O9 + N7,2models,k_subset,Old_under+New_hybrid,"0,5",0.1949
O9 + N7,2models,k_subset,Old_over+New_under,"1,3",0.2021
O9 + N7,2models,k_subset,Old_over+New_over,"1,4",0.1762
O9 + N7,2models,k_subset,Old_over+New_hybrid,"1,5",0.1959
O9 + N7,2models,k_subset,Old_hybrid+New_under,"2,3",0.1898
O9 + N7,2models,k_subset,Old_hybrid+New_over,"2,4",0.1626
O9 + N7,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1851
O9 + N7,2models,k_subsets_mean,,,0.1941
O9 + N7,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2041
O9 + N7,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1672
O9 + N7,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2074
O9 + N7,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.1920
O9 + N7,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1901
O9 + N7,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1792
O9 + N7,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2109
O9 + N7,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.1963
O9 + N7,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1903
O9 + N7,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1696
O9 + N7,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1463
O9 + N7,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1715
O9 + N7,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1868
O9 + N7,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2015
O9 + N7,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1801
O9 + N7,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1802
O9 + N7,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1882
O9 + N7,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1773
O9 + N7,3models,k_subsets_mean,,,0.1855
O9 + N7,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1587
O9 + N7,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1518
O9 + N7,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1577
O9 + N7,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2159
O9 + N7,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2182
O9 + N7,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1926
O9 + N7,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2142
O9 + N7,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2203
O9 + N7,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1967
O9 + N7,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1901
O9 + N7,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1864
O9 + N7,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1970
O9 + N7,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1817
O9 + N7,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1813
O9 + N7,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1795
O9 + N7,4models,k_subsets_mean,,,0.1895
O9 + N7,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.2029
O9 + N7,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1933
O9 + N7,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1976
O9 + N7,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2019
O9 + N7,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.1861
O9 + N7,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1971
O9 + N7,5models,k_subsets_mean,,,0.1965
O9 + N7,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2149
O9 + N7,6models,k_subsets_mean,,,0.2149
O9 + N7,New,under,,,0.2532
O9 + N7,New,over,,,0.1800
O9 + N7,New,hybrid,,,0.2094
O9 + N7,Old,under,,,0.1191
O9 + N7,Old,over,,,0.1022
O9 + N7,Old,hybrid,,,0.1125
O9 + N7,OldNew,under,,,0.2400
O9 + N7,OldNew,over,,,0.1762
O9 + N7,OldNew,hybrid,,,0.1851
O10 + N6,2models,k_subset,Old_under+New_under,"0,3",0.2314
O10 + N6,2models,k_subset,Old_under+New_over,"0,4",0.1930
O10 + N6,2models,k_subset,Old_under+New_hybrid,"0,5",0.1742
O10 + N6,2models,k_subset,Old_over+New_under,"1,3",0.2097
O10 + N6,2models,k_subset,Old_over+New_over,"1,4",0.1700
O10 + N6,2models,k_subset,Old_over+New_hybrid,"1,5",0.1877
O10 + N6,2models,k_subset,Old_hybrid+New_under,"2,3",0.2143
O10 + N6,2models,k_subset,Old_hybrid+New_over,"2,4",0.1711
O10 + N6,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1878
O10 + N6,2models,k_subsets_mean,,,0.1932
O10 + N6,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2124
O10 + N6,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1879
O10 + N6,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2101
O10 + N6,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2149
O10 + N6,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1909
O10 + N6,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1944
O10 + N6,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2171
O10 + N6,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2020
O10 + N6,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1956
O10 + N6,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1797
O10 + N6,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1693
O10 + N6,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1741
O10 + N6,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2010
O10 + N6,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2031
O10 + N6,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1890
O10 + N6,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1941
O10 + N6,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2013
O10 + N6,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1785
O10 + N6,3models,k_subsets_mean,,,0.1953
O10 + N6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1763
O10 + N6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1627
O10 + N6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1665
O10 + N6,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2285
O10 + N6,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2228
O10 + N6,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2033
O10 + N6,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2075
O10 + N6,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2109
O10 + N6,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1853
O10 + N6,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1935
O10 + N6,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1916
O10 + N6,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1942
O10 + N6,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1814
O10 + N6,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1849
O10 + N6,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.1854
O10 + N6,4models,k_subsets_mean,,,0.1930
O10 + N6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1765
O10 + N6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1884
O10 + N6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1812
O10 + N6,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2225
O10 + N6,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2181
O10 + N6,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.1934
O10 + N6,5models,k_subsets_mean,,,0.1967
O10 + N6,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.1890
O10 + N6,6models,k_subsets_mean,,,0.1890
O10 + N6,New,under,,,0.2535
O10 + N6,New,over,,,0.1760
O10 + N6,New,hybrid,,,0.2114
O10 + N6,Old,under,,,0.1602
O10 + N6,Old,over,,,0.1317
O10 + N6,Old,hybrid,,,0.1397
O10 + N6,OldNew,under,,,0.2314
O10 + N6,OldNew,over,,,0.1700
O10 + N6,OldNew,hybrid,,,0.1878
O11 + N5,2models,k_subset,Old_under+New_under,"0,3",0.2161
O11 + N5,2models,k_subset,Old_under+New_over,"0,4",0.2025
O11 + N5,2models,k_subset,Old_under+New_hybrid,"0,5",0.2101
O11 + N5,2models,k_subset,Old_over+New_under,"1,3",0.2020
O11 + N5,2models,k_subset,Old_over+New_over,"1,4",0.1661
O11 + N5,2models,k_subset,Old_over+New_hybrid,"1,5",0.1910
O11 + N5,2models,k_subset,Old_hybrid+New_under,"2,3",0.1764
O11 + N5,2models,k_subset,Old_hybrid+New_over,"2,4",0.1593
O11 + N5,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1713
O11 + N5,2models,k_subsets_mean,,,0.1883
O11 + N5,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2163
O11 + N5,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1854
O11 + N5,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2014
O11 + N5,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2342
O11 + N5,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1933
O11 + N5,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1973
O11 + N5,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2175
O11 + N5,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2093
O11 + N5,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.1720
O11 + N5,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1854
O11 + N5,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1607
O11 + N5,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1694
O11 + N5,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.1838
O11 + N5,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.1979
O11 + N5,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1623
O11 + N5,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.1744
O11 + N5,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.1884
O11 + N5,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1775
O11 + N5,3models,k_subsets_mean,,,0.1904
O11 + N5,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1746
O11 + N5,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1648
O11 + N5,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1751
O11 + N5,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2151
O11 + N5,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2205
O11 + N5,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1949
O11 + N5,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2263
O11 + N5,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2077
O11 + N5,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1977
O11 + N5,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.1766
O11 + N5,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1881
O11 + N5,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1942
O11 + N5,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1803
O11 + N5,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.1841
